"Name","Species","Colony","Nesting","sum_move_sec","sum_pause_sec","mean_move_sec","mean_pause_sec","sum_steps_move","sum_steps_pause","sum_steps_move_norm","sum_steps_pause_norm","mean_speed_move","mean_speed_move_norm","Traveled.dis","Traveled.dis.bl","mean_speed","mean_speed_norm"
"zn445_4","Zoo_nevadensis","zn445","OP",3102.6,452.6,4.26767537826685,0.623415977961433,27933.1301712073,585.380589407893,2508.98506513156,52.5795407546635,9.00313613459913,0.808671780162302,28518.5107606151,2561.56460588622,9.19181033991334,0.825618708788184
"zn445_5","Zoo_nevadensis","zn445","OP",3516.2,82,15.3545851528384,0.359649122807018,59168.1154753439,116.6508619277,5274.79629906904,10.39934312317,16.82728953852,1.50014114642769,59284.7663372716,5285.19564219221,16.8604648021363,1.50309869808094
"zn445_7","Zoo_nevadensis","zn445","OP",3498,100.8,13.3003802281369,0.384732824427481,67466.7917604052,152.036235989282,5547.69352526217,12.5017126203113,19.2872475015452,1.58596155667872,67618.8279963945,5560.19523788248,19.3307112625485,1.58953551683318
"zn445_8","Zoo_nevadensis","zn445","OP",3075.4,522.8,3.29271948608137,0.560342979635584,41940.4865532943,715.962345737858,3679.59156879971,62.8139830377852,13.6374086471009,1.19645950731603,42656.4488990321,3742.40555183749,13.8702116469507,1.21688416200738
"zn447_4","Zoo_nevadensis","zn447","OP",3358.6,210.8,6.53424124513619,0.41011673151751,36461.776556646,313.816114586625,2992.93900773144,25.7593726718681,10.8562426477241,0.891126959962913,36775.5926712327,3018.69838040331,10.9496792327853,0.89879663562297
"zn447_5","Zoo_nevadensis","zn447","OP",2932.2,617.2,2.26599690880989,0.477339520494973,22608.1501557039,874.271643424352,1707.51477928129,66.0306899048522,7.71030289738215,0.582332303144837,23482.4217991283,1773.54546918614,8.00846524763941,0.604851466198125
"zn447_7","Zoo_nevadensis","zn447","OP",3023.6,570.4,5.31388400702988,1.002460456942,46307.0785695361,621.50746150189,4081.29083430287,54.7767810977223,15.3152131795,1.3498117589307,46928.586031038,4136.06761540059,15.5207653231373,1.36792817019467
"zn447_8","Zoo_nevadensis","zn447","OP",2941,634.8,2.49237288135593,0.537966101694915,34443.3450573115,870.178475656946,2674.56665987557,67.5703923431612,11.7114400058862,0.909407228791422,35313.5235329684,2742.13705221873,12.0073184403157,0.932382540706812
"zn447_9","Zoo_nevadensis","zn447","OP",2894.8,648.6,2.38844884488449,0.535590421139554,29676.9912608613,896.797061415533,2473.29884614118,74.7396229531881,10.2518278502354,0.854393687350137,30573.7883222769,2548.03846909436,10.5616237122692,0.88021226651042
"zn448_2","Zoo_nevadensis","zn448","OP",2530.2,982.8,1.9124716553288,0.743419062027232,21829.9121881881,1357.70613557901,2128.06509676624,132.354496613798,8.62774175487632,0.841065961886902,23187.6183237671,2260.41959338004,9.16434207721408,0.893375856999461
"zn448_3","Zoo_nevadensis","zn448","OP",3426,170,9.87319884726225,0.491329479768786,46209.5133122605,239.32114032539,4184.65205126555,21.6725005088538,13.4878906340515,1.22143959464844,46448.8344525859,4206.3245517744,13.5577450241056,1.22776548504799
"zn448_4","Zoo_nevadensis","zn448","OP",2874.2,679.2,3.16890848952591,0.749668874172186,27459.8058605968,863.849593240426,2359.05922416242,74.2129191141518,9.55389529629002,0.82077072721537,28323.6554538372,2433.27214327657,9.8544483521805,0.846591101272204
"zn448_5","Zoo_nevadensis","zn448","OP",3083.2,507.8,7.08781609195402,1.17004608294931,35040.8602636222,300.351130097418,3388.92214782615,29.0479910953686,11.3650947923009,1.099157416913,35341.2113937196,3417.97013892152,11.4625101821872,1.1085787944089
"zn448_7","Zoo_nevadensis","zn448","OP",3161.2,417,4.10545454545455,0.542262678803641,28588.6660642581,559.390527361489,2711.28226183999,53.0512900065902,9.04361193985137,0.857675016398833,29148.0565916196,2764.33355184658,9.22056706048957,0.874457026397122
"zna_2","Zoo_nevadensis","zna","OP",3275,304.8,4.40780619111709,0.41078167115903,33731.9262529966,419.062527278681,2986.50521879497,37.1023111853273,10.2998248100753,0.911909990471747,34150.9887802753,3023.6075299803,10.4277828336719,0.923238940452
"zna_3","Zoo_nevadensis","zna","OP",3479.4,99.8,13.2801526717557,0.382375478927203,40655.8332046322,142.450441350154,3427.39148838725,12.0089392275669,11.6847252987964,0.985052448234538,40798.2836459824,3439.40042761482,11.7256663924764,0.988503887915968
"zna_4","Zoo_nevadensis","zna","OP",2486.4,1073.8,2.5712512926577,1.11159420289855,20821.0837413842,1211.7236657517,1936.39133018742,112.692078380188,8.37398799122596,0.778793166902921,22032.8074071359,2049.08340856761,8.86132859038607,0.824116557499843
"zna_5","Zoo_nevadensis","zna","OP",2904,659.2,2.61151079136691,0.593339333933393,30107.3926639769,827.615583112335,2557.79869360368,70.3107732016793,10.3675594572923,0.880784674105952,30935.0082470892,2628.10946680536,10.6525510492731,0.904996372866861
"zna_7","Zoo_nevadensis","zna","OP",3063.2,493.4,3.38101545253863,0.544591611479029,26153.3189447544,609.976845394493,2274.65038873859,53.0519308631156,8.53790772550092,0.742573253048639,26763.2957901489,2327.70231960171,8.73703832271772,0.759892373857961
